,*Hour (MST),,ADM,**ASPN2,CAMP,CASA,CCOL,CHAT,FTCF,GJPB,GREH,I25DEN,I25GLO,**SWAN,WBY,Date,NJH
20,8:00 PM,1hr,,9,19,18,3,,9,16,14,-,43,17,15,2018-11-25,26
21,9:00 PM,1hr,,8,17,17,13,,13,20,20,-,33,18,22,2018-11-25,20
22,10:00 PM,1hr,,8,18,13,11,,21,13,28,-,27,16,21,2018-11-25,18
23,11:00 PM,1hr,,7,7,9,6,,18,18,17,-,19,14,20,2018-11-25,18
24,12:00 AM,1hr,,3,5,8,6,,10,6,10,-,13,11,12,2018-11-25,16
1,1:00 AM,1hr,,4,5,6,4,,7,3,8,-,13,5,15,2018-11-26,15
2,2:00 AM,1hr,,5,9,5,5,,6,3,8,-,19,5,17,2018-11-26,11
3,3:00 AM,1hr,,3,12,7,4,,7,4,9,-,17,6,18,2018-11-26,9
4,4:00 AM,1hr,,4,10,7,4,,6,3,11,-,21,5,16,2018-11-26,8
5,5:00 AM,1hr,,3,7,9,3,,7,3,13,-,18,6,18,2018-11-26,11
6,6:00 AM,1hr,,7,5,6,4,,8,3,14,-,30,6,18,2018-11-26,15
7,7:00 AM,1hr,,4,15,7,5,,7,4,13,-,53,10,39,2018-11-26,13
8,8:00 AM,1hr,,5,24,16,8,,19,6,14,-,75,13,70,2018-11-26,20
9,9:00 AM,1hr,,6,26,23,10,,20,6,21,-,75,21,60,2018-11-26,24
10,10:00 AM,1hr,,3,32,29,4,,17,4,22,-,99,18,40,2018-11-26,23
11,11:00 AM,1hr,,2,25,25,12,6,15,4,46,-,65,17,42,2018-11-26,20
12,12:00 PM,1hr,,4,24,22,11,15,14,2,27,-,70,13,21,2018-11-26,15
13,1:00 PM,1hr,,8,18,13,6,9,16,3,34,-,78,15,37,2018-11-26,16
14,2:00 PM,1hr,,6,12,4,7,11,14,5,31,-,52,14,19,2018-11-26,16
15,3:00 PM,1hr,,4,8,3,10,5,20,5,30,-,53,10,27,2018-11-26,17
16,4:00 PM,1hr,,8,17,16,6,6,22,11,27,-,65,18,36,2018-11-26,17
17,5:00 PM,1hr,,5,44,42,35,5,29,3,30,-,68,34,43,2018-11-26,30
18,6:00 PM,1hr,,5,64,55,33,10,46,5,39,-,65,39,52,2018-11-26,42
19,7:00 PM,1hr,,8,89,61,24,8,53,6,68,-,92,49,60,2018-11-26,48
20,8:00 PM,1hr,,9,63,60,22,13,44,25,87,-,90,40,56,2018-11-26,48
21,9:00 PM,1hr,,9,73,61,20,13,54,30,94,-,68,30,36,2018-11-26,45
22,10:00 PM,1hr,,8,116,40,22,12,63,25,79,-,63,25,2,2018-11-26,38
23,11:00 PM,1hr,,7,72,26,11,8,51,23,93,-,49,29,-,2018-11-26,35
24,12:00 AM,1hr,,7,40,20,18,6,42,21,85,-,37,22,3,2018-11-26,21
1,1:00 AM,1hr,,5,19,6,7,5,40,20,63,-,17,13,3,2018-11-27,19
2,2:00 AM,1hr,,5,18,5,6,4,37,15,47,-,9,9,22,2018-11-27,12
3,3:00 AM,1hr,,5,7,7,12,6,39,12,46,-,12,5,22,2018-11-27,7
4,4:00 AM,1hr,,4,10,5,4,3,30,15,49,-,15,3,20,2018-11-27,6
5,5:00 AM,1hr,,3,19,6,3,5,24,15,41,-,19,3,21,2018-11-27,4
6,6:00 AM,1hr,,4,37,6,6,3,18,15,27,-,35,9,21,2018-11-27,14
7,7:00 AM,1hr,,5,53,12,13,7,26,16,28,-,47,28,47,2018-11-27,22
8,8:00 AM,1hr,,6,63,15,25,18,22,15,39,-,61,43,85,2018-11-27,25
9,9:00 AM,1hr,,8,84,35,44,25,23,13,44,,93,46,70,2018-11-27,30
10,10:00 AM,1hr,,6,54,34,16,27,25,16,55,40,103,37,70,2018-11-27,29
11,11:00 AM,1hr,,9,55,64,16,46,28,5,92,57,161,33,85,2018-11-27,42
12,12:00 PM,1hr,,8,117,76,24,70,34,7,87,65,171,48,133,2018-11-27,47
13,1:00 PM,1hr,,8,94,78,20,61,36,9,70,56,165,63,156,2018-11-27,72
14,2:00 PM,1hr,,4,105,58,,44,39,8,68,68,164,95,155,2018-11-27,45
15,3:00 PM,1hr,,2,106,109,33,23,37,9,112,61,212,102,96,2018-11-27,29
16,4:00 PM,1hr,,6,91,54,,61,3,13,61,60,149,118,126,2018-11-27,42
17,5:00 PM,1hr,,4,46,6,,86,3,17,79,13,39,49,45,2018-11-27,68
18,6:00 PM,1hr,,4,30,6,,28,2,18,100,19,32,23,2,2018-11-27,41
19,7:00 PM,1hr,,4,33,20,27,13,4,20,38,24,43,23,12,2018-11-27,38
20,8:00 PM,1hr,,8,24,18,,5,8,35,55,,41,26,41,2018-11-27,34
21,9:00 PM,1hr,,8,20,24,,11,11,38,64,,47,19,35,2018-11-27,27
22,10:00 PM,1hr,,23,14,14,,7,14,25,42,,40,12,28,2018-11-27,20
23,11:00 PM,1hr,,9,9,9,8,5,10,19,59,,19,10,12,2018-11-27,15
24,12:00 AM,1hr,,6,8,2,7,5,9,16,54,,21,69,25,2018-11-27,13
1,1:00 AM,1hr,,3,3,1,9,8,8,15,74,,8,3,36,2018-11-28,9
2,2:00 AM,1hr,,3,9,5,4,5,9,17,59,,14,3,5,2018-11-28,5
3,3:00 AM,1hr,,2,10,4,3,2,6,19,35,,14,7,17,2018-11-28,7
4,4:00 AM,1hr,,2,5,6,4,4,3,17,34,,19,4,21,2018-11-28,6
5,5:00 AM,1hr,,2,6,3,5,4,6,17,25,,27,4,22,2018-11-28,5
6,6:00 AM,1hr,,2,22,4,6,5,3,17,40,14,38,17,38,2018-11-28,9
7,7:00 AM,1hr,,2,29,16,7,19,3,25,46,19,76,40,45,2018-11-28,11
8,8:00 AM,1hr,,7,24,21,,12,4,28,33,24,106,33,86,2018-11-28,23
9,9:00 AM,1hr,,20,23,24,,7,3,37,47,24,81,33,68,2018-11-28,21
10,10:00 AM,1hr,,11,32,31,,13,8,35,51,24,97,26,17,2018-11-28,18
11,11:00 AM,1hr,,12,13,13,,20,7,29,37,17,58,26,41,2018-11-28,15
12,12:00 PM,1hr,,11,11,20,22,21,8,27,15,17,60,91,34,2018-11-28,20
13,1:00 PM,1hr,,4,16,13,16,13,5,18,15,16,61,11,13,2018-11-28,17
14,2:00 PM,1hr,,6,18,11,6,16,5,8,28,16,59,7,37,2018-11-28,15
15,3:00 PM,1hr,,4,26,16,9,44,4,13,36,21,35,7,16,2018-11-28,17
16,4:00 PM,1hr,,7,16,18,8,6,6,11,40,30,50,5,14,2018-11-28,16
17,5:00 PM,1hr,,4,19,23,13,15,8,16,55,26,39,5,20,2018-11-28,19
18,6:00 PM,1hr,,6,18,13,22,59,8,21,56,10,23,4,25,2018-11-28,16
19,7:00 PM,1hr,,6,16,13,16,16,27,26,67,13,31,3,17,2018-11-28,16
20,8:00 PM,1hr,,8,35,24,25,18,24,28,55,20,34,6,17,2018-11-28,20
21,9:00 PM,1hr,,11,33,23,16,17,25,25,44,23,39,13,15,2018-11-28,31
22,10:00 PM,1hr,,8,23,21,15,12,22,25,39,21,49,16,16,2018-11-28,35
23,11:00 PM,1hr,,6,18,19,11,18,24,22,49,21,36,16,11,2018-11-28,35
24,12:00 AM,1hr,,4,16,15,11,20,26,23,36,20,32,13,12,2018-11-28,30
1,1:00 AM,1hr,,8,11,10,9,19,17,27,17,16,23,10,15,2018-11-29,25
2,2:00 AM,1hr,,7,16,11,9,18,15,22,10,15,18,10,21,2018-11-29,19
3,3:00 AM,1hr,,6,14,10,8,15,13,19,8,16,23,10,13,2018-11-29,18
4,4:00 AM,1hr,,6,13,9,9,12,4,19,8,13,29,10,12,2018-11-29,20
5,5:00 AM,1hr,,8,11,9,6,10,3,15,6,10,33,12,18,2018-11-29,19
6,6:00 AM,1hr,,6,10,8,5,9,4,17,5,9,67,12,19,2018-11-29,20
7,7:00 AM,1hr,,2,15,13,6,17,5,18,8,13,51,22,24,2018-11-29,30
8,8:00 AM,1hr,,3,15,10,9,33,6,19,12,20,54,21,25,2018-11-29,29
9,9:00 AM,1hr,,4,20,9,13,41,6,19,10,32,60,20,17,2018-11-29,31
10,10:00 AM,1hr,,9,24,20,11,27,7,15,7,15,50,20,14,2018-11-29,23
11,11:00 AM,1hr,,7,27,22,20,18,11,13,8,19,73,23,34,2018-11-29,34
12,12:00 PM,1hr,,10,41,31,13,16,12,18,15,17,54,27,26,2018-11-29,36
13,1:00 PM,1hr,,16,37,28,9,18,13,16,24,27,43,21,20,2018-11-29,63
14,2:00 PM,1hr,,4,34,23,13,23,13,12,24,28,42,21,25,2018-11-29,92
15,3:00 PM,1hr,,5,36,24,20,34,15,17,34,24,49,18,23,2018-11-29,35
16,4:00 PM,1hr,,2,27,30,11,40,18,20,27,28,45,19,22,2018-11-29,25
17,5:00 PM,1hr,,6,47,48,27,33,21,23,39,30,89,44,35,2018-11-29,35
18,6:00 PM,1hr,,6,60,45,21,32,32,29,64,31,76,62,38,2018-11-29,61
19,7:00 PM,1hr,,6,49,35,22,29,37,17,51,25,74,31,32,2018-11-29,59
20,8:00 PM,1hr,,7,35,24,23,33,41,16,39,23,45,25,18,2018-11-29,38
21,9:00 PM,1hr,,5,30,25,23,32,30,12,20,24,42,23,14,2018-11-29,33
22,10:00 PM,1hr,,3,26,31,18,30,30,9,7,28,38,25,17,2018-11-29,36
23,11:00 PM,1hr,,4,26,24,18,31,27,10,4,30,37,28,15,2018-11-29,39
24,12:00 AM,1hr,,3,27,22,16,31,20,8,5,31,33,26,11,2018-11-29,37
1,1:00 AM,1hr,,3,33,22,16,31,9,6,13,29,32,27,12,2018-11-30,37
2,2:00 AM,1hr,,3,33,24,13,33,6,4,15,28,32,29,14,2018-11-30,31
3,3:00 AM,1hr,,4,27,22,12,31,5,4,13,29,29,29,11,2018-11-30,31
4,4:00 AM,1hr,,5,20,23,13,32,6,5,15,26,31,26,10,2018-11-30,33
5,5:00 AM,1hr,,7,20,21,12,32,8,4,13,26,27,28,15,2018-11-30,31
6,6:00 AM,1hr,,18,16,16,12,29,11,5,12,26,22,22,13,2018-11-30,35
7,7:00 AM,1hr,,3,15,15,13,35,13,5,16,22,22,16,17,2018-11-30,34
8,8:00 AM,1hr,,18,21,17,15,39,13,7,17,22,26,18,21,2018-11-30,36
9,9:00 AM,1hr,,20,23,17,24,40,15,6,15,23,31,19,17,2018-11-30,28
10,10:00 AM,1hr,,27,30,25,27,30,14,3,14,24,36,24,18,2018-11-30,32
11,11:00 AM,1hr,,4,34,25,33,30,13,2,14,26,37,26,17,2018-11-30,34
12,12:00 PM,1hr,,3,34,24,34,29,13,2,18,28,39,22,17,2018-11-30,33
13,1:00 PM,1hr,,5,33,22,57,31,13,2,21,27,36,24,18,2018-11-30,38
14,2:00 PM,1hr,,6,28,25,38,30,16,5,23,25,35,24,18,2018-11-30,33
15,3:00 PM,1hr,,2,28,23,34,31,12,5,27,25,39,23,18,2018-11-30,35
16,4:00 PM,1hr,,2,25,30,29,34,16,4,26,25,30,20,20,2018-11-30,30
17,5:00 PM,1hr,,2,22,20,17,34,17,4,24,25,19,15,15,2018-11-30,21
18,6:00 PM,1hr,,3,17,14,15,35,17,5,27,25,16,17,18,2018-11-30,19
19,7:00 PM,1hr,,1,17,16,19,27,20,3,28,25,27,19,16,2018-11-30,23
20,8:00 PM,1hr,,1,22,18,18,28,20,4,26,,32,24,17,2018-11-30,25
21,9:00 PM,1hr,,2,20,21,14,26,23,2,27,,29,26,16,2018-11-30,26
22,10:00 PM,1hr,,2,21,22,11,29,29,4,27,,30,26,12,2018-11-30,26
23,11:00 PM,1hr,,2,24,24,10,31,27,5,27,,30,25,7,2018-11-30,27
24,12:00 AM,1hr,,4,25,26,11,34,34,5,30,,30,27,13,2018-11-30,27
1,1:00 AM,1hr,,4,26,27,11,26,49,6,32,,31,27,17,2018-12-01,29
2,2:00 AM,1hr,,2,27,30,5,23,26,6,25,,32,29,15,2018-12-01,31
3,3:00 AM,1hr,,1,24,27,10,21,25,6,20,,29,29,14,2018-12-01,32
4,4:00 AM,1hr,,2,21,23,16,20,13,7,11,,30,26,14,2018-12-01,24
5,5:00 AM,1hr,,1,19,21,19,16,9,8,4,,24,26,6,2018-12-01,21
6,6:00 AM,1hr,,1,19,20,22,15,16,8,1,,25,23,14,2018-12-01,18
7,7:00 AM,1hr,,2,15,17,20,14,4,9,1,,23,21,16,2018-12-01,19
8,8:00 AM,1hr,,2,16,17,16,11,1,8,1,,27,17,19,2018-12-01,17
9,9:00 AM,1hr,,9,16,16,11,14,0,4,1,,45,15,22,2018-12-01,19
10,10:00 AM,1hr,,3,28,18,3,14,0,3,1,,64,18,27,2018-12-01,18
11,11:00 AM,1hr,,3,25,21,4,12,1,1,1,,34,12,40,2018-12-01,15
12,12:00 PM,1hr,,2,19,14,2,13,1,1,1,,19,9,0,2018-12-01,12
13,1:00 PM,1hr,,1,14,9,3,14,1,2,1,,8,7,19,2018-12-01,13
14,2:00 PM,1hr,,1,9,5,5,13,1,1,2,,5,4,5,2018-12-01,5
15,3:00 PM,1hr,,1,6,5,5,9,1,1,2,,15,4,2,2018-12-01,7
16,4:00 PM,1hr,,1,8,4,6,4,2,1,2,,27,13,17,2018-12-01,8
17,5:00 PM,1hr,,2,6,4,5,4,1,4,2,,15,6,-,2018-12-01,6
18,6:00 PM,1hr,,4,5,3,9,6,2,15,2,,18,6,-,2018-12-01,6
19,7:00 PM,1hr,,2,7,5,9,7,1,6,10,,17,5,11,2018-12-01,9
20,8:00 PM,1hr,,2,12,9,9,7,1,17,9,,11,3,15,2018-12-01,11
21,9:00 PM,1hr,,2,11,8,9,10,3,5,8,,9,5,2,2018-12-01,10
22,10:00 PM,1hr,,3,18,8,6,9,2,4,7,,11,8,12,2018-12-01,17
23,11:00 PM,1hr,,2,14,13,4,10,3,3,6,,25,14,15,2018-12-01,24
24,12:00 AM,1hr,,2,13,17,5,8,3,3,5,,26,14,23,2018-12-01,18
1,1:00 AM,1hr,,3,9,15,5,7,2,2,,,24,8,24,2018-12-02,16
2,2:00 AM,1hr,,4,6,9,5,7,5,2,,,14,6,28,2018-12-02,12
3,3:00 AM,1hr,,1,9,5,6,7,5,2,,,16,5,21,2018-12-02,11
4,4:00 AM,1hr,,2,4,5,4,6,3,3,,,8,4,14,2018-12-02,8
5,5:00 AM,1hr,,3,3,3,3,5,6,2,,,6,3,12,2018-12-02,6
6,6:00 AM,1hr,,2,5,4,3,5,5,2,2,,11,4,11,2018-12-02,7
7,7:00 AM,1hr,,2,4,4,3,6,6,2,2,,7,5,7,2018-12-02,7
8,8:00 AM,1hr,,2,4,4,3,13,6,2,5,,17,5,9,2018-12-02,8
9,9:00 AM,1hr,,4,7,4,4,10,4,2,7,,12,5,5,2018-12-02,11
10,10:00 AM,1hr,,5,4,4,8,7,4,2,7,,12,4,8,2018-12-02,7
11,11:00 AM,1hr,,5,5,3,3,12,3,2,6,,5,3,3,2018-12-02,6
12,12:00 PM,1hr,,1,3,2,3,7,3,2,4,,3,2,5,2018-12-02,5
13,1:00 PM,1hr,,2,4,2,3,6,3,4,3,,4,2,6,2018-12-02,6
14,2:00 PM,1hr,,2,4,3,4,8,4,21,3,,3,2,24,2018-12-02,8
15,3:00 PM,1hr,,2,5,3,4,9,7,3,4,,3,2,20,2018-12-02,6
16,4:00 PM,1hr,,1,6,5,6,8,6,3,5,,4,3,5,2018-12-02,8
17,5:00 PM,1hr,,2,6,5,5,10,6,11,5,,11,5,14,2018-12-02,12
18,6:00 PM,1hr,,8,10,8,6,9,7,4,6,,14,12,16,2018-12-02,17
19,7:00 PM,1hr,,5,12,7,5,12,5,5,4,,12,6,14,2018-12-02,19
20,8:00 PM,1hr,,8,7,7,6,12,3,5,3,,8,4,12,2018-12-02,11
21,9:00 PM,1hr,,6,4,3,5,10,2,7,3,,6,3,5,2018-12-02,8
22,10:00 PM,1hr,,5,3,6,6,11,2,8,3,,4,3,6,2018-12-02,7
23,11:00 PM,1hr,,6,4,3,6,10,3,6,4,,3,2,4,2018-12-02,8
24,12:00 AM,1hr,,7,4,8,12,9,2,3,4,,4,4,2,2018-12-02,9
1,1:00 AM,1hr,,5,3,4,10,7,3,2,4,,4,3,3,2018-12-03,7
2,2:00 AM,1hr,,5,4,3,9,8,3,3,5,,4,3,7,2018-12-03,7
3,3:00 AM,1hr,,4,4,3,6,9,3,4,5,,4,3,3,2018-12-03,7
4,4:00 AM,1hr,,2,4,3,8,9,4,3,2,,6,2,4,2018-12-03,7
5,5:00 AM,1hr,,2,5,3,6,10,5,4,3,,6,3,8,2018-12-03,6
6,6:00 AM,1hr,,2,6,5,7,10,6,4,5,,6,4,11,2018-12-03,7
7,7:00 AM,1hr,,1,8,7,9,14,8,4,5,8,13,7,11,2018-12-03,9
8,8:00 AM,1hr,,2,13,6,11,20,8,4,10,5,11,8,31,2018-12-03,11
9,9:00 AM,1hr,,5,14,12,13,16,9,4,10,9,16,10,25,2018-12-03,15
10,10:00 AM,1hr,,4,23,30,14,19,8,,7,18,58,21,18,2018-12-03,13
11,11:00 AM,1hr,,3,38,23,15,19,10,,7,20,72,22,6,2018-12-03,21
12,12:00 PM,1hr,,2,39,17,14,17,12,,14,23,74,24,15,2018-12-03,25
13,1:00 PM,1hr,,4,52,23,13,20,15,,15,27,53,9,10,2018-12-03,26
14,2:00 PM,1hr,,4,38,30,12,17,18,,18,27,56,11,17,2018-12-03,25
15,3:00 PM,1hr,,6,41,34,14,19,22,,17,29,54,9,23,2018-12-03,23
16,4:00 PM,1hr,,4,46,33,12,21,19,,17,27,56,8,30,2018-12-03,21
17,5:00 PM,1hr,,3,42,33,9,20,19,,18,28,55,9,56,2018-12-03,22
18,6:00 PM,1hr,,3,36,36,14,19,16,,27,28,60,9,58,2018-12-03,22
19,7:00 PM,1hr,,7,34,26,15,21,13,,26,27,57,10,21,2018-12-03,27
20,8:00 PM,1hr,,11,31,29,16,24,10,,10,26,51,8,25,2018-12-03,32
21,9:00 PM,1hr,,11,26,25,20,24,7,9,10,24,43,6,10,2018-12-03,18
22,10:00 PM,1hr,,4,14,13,22,25,10,16,12,14,12,4,14,2018-12-03,12
23,11:00 PM,1hr,,1,8,11,22,28,12,17,14,14,11,4,5,2018-12-03,10
24,12:00 AM,1hr,,2,16,19,19,25,17,19,13,20,21,5,14,2018-12-03,12
1,1:00 AM,1hr,,3,23,22,15,24,18,15,13,21,36,13,8,2018-12-04,17
2,2:00 AM,1hr,,3,17,19,14,21,17,15,18,15,34,13,12,2018-12-04,23
3,3:00 AM,1hr,,4,16,11,10,20,15,17,17,16,59,12,9,2018-12-04,24
4,4:00 AM,1hr,,2,15,11,8,19,12,10,15,17,48,13,13,2018-12-04,19
5,5:00 AM,1hr,,2,6,8,5,19,13,11,17,12,58,8,2,2018-12-04,10
6,6:00 AM,1hr,,1,12,6,5,14,16,11,58,18,48,6,13,2018-12-04,12
7,7:00 AM,1hr,,1,18,12,4,11,17,12,31,20,69,6,18,2018-12-04,15
8,8:00 AM,1hr,,2,29,40,7,14,23,11,15,22,99,7,9,2018-12-04,21
9,9:00 AM,1hr,,4,24,8,6,17,21,14,14,24,87,5,17,2018-12-04,21
10,10:00 AM,1hr,,6,13,6,5,12,16,5,22,14,67,5,4,2018-12-04,12
11,11:00 AM,1hr,,3,17,7,4,12,11,5,30,12,56,6,4,2018-12-04,12
12,12:00 PM,1hr,,1,14,6,3,12,13,7,19,11,48,7,14,2018-12-04,11
13,1:00 PM,1hr,,1,10,5,5,8,12,8,7,12,42,3,17,2018-12-04,11
14,2:00 PM,1hr,,1,22,8,4,8,17,8,8,13,51,4,3,2018-12-04,11
15,3:00 PM,1hr,,2,9,4,3,6,13,8,12,9,45,4,24,2018-12-04,11
16,4:00 PM,1hr,,6,11,4,2,7,12,8,12,9,29,2,2,2018-12-04,12
17,5:00 PM,1hr,,11,15,11,7,14,19,14,29,11,40,4,15,2018-12-04,13
18,6:00 PM,1hr,,6,19,17,30,46,32,15,58,25,42,5,25,2018-12-04,20
19,7:00 PM,1hr,,10,16,15,43,12,52,20,52,28,45,7,49,2018-12-04,29
20,8:00 PM,1hr,,13,19,19,28,11,33,16,63,16,43,5,55,2018-12-04,29
21,9:00 PM,1hr,,14,13,15,52,11,25,27,73,13,33,4,33,2018-12-04,20
22,10:00 PM,1hr,,9,12,16,34,12,19,23,38,16,30,5,34,2018-12-04,19
23,11:00 PM,1hr,,15,6,11,25,9,15,10,25,15,71,4,36,2018-12-04,14
24,12:00 AM,1hr,,17,5,11,16,7,16,4,17,18,28,4,24,2018-12-04,8
1,1:00 AM,1hr,,11,9,12,11,6,13,5,14,26,27,2,28,2018-12-05,7
2,2:00 AM,1hr,,5,12,10,6,6,12,4,15,22,35,5,34,2018-12-05,7
3,3:00 AM,1hr,,2,18,11,5,3,12,4,12,23,40,10,21,2018-12-05,9
4,4:00 AM,1hr,,2,24,19,4,3,9,3,14,18,67,12,19,2018-12-05,11
5,5:00 AM,1hr,,2,38,17,5,4,6,3,12,19,61,11,42,2018-12-05,21
6,6:00 AM,1hr,,4,39,15,10,6,22,3,13,24,63,9,45,2018-12-05,24
7,7:00 AM,1hr,,6,26,16,16,12,39,6,17,26,63,10,39,2018-12-05,22
8,8:00 AM,1hr,,2,37,36,34,25,33,11,26,43,89,10,84,2018-12-05,28
9,9:00 AM,1hr,,4,25,49,54,52,30,9,35,44,86,7,111,2018-12-05,25
10,10:00 AM,1hr,,5,42,58,44,10,44,8,47,34,101,5,64,2018-12-05,23
11,11:00 AM,1hr,,6,33,41,26,11,24,9,59,19,84,4,37,2018-12-05,22
12,12:00 PM,1hr,,6,33,26,27,9,25,8,57,15,79,5,53,2018-12-05,21
13,1:00 PM,1hr,,6,29,27,29,21,29,6,99,19,59,4,33,2018-12-05,15
14,2:00 PM,1hr,,4,18,18,17,16,32,7,70,27,26,3,63,2018-12-05,12
15,3:00 PM,1hr,,4,22,41,18,17,44,8,51,31,65,28,49,2018-12-05,19
16,4:00 PM,1hr,,5,31,42,17,18,19,13,50,31,80,21,30,2018-12-05,30
17,5:00 PM,1hr,,14,25,33,23,30,11,16,15,19,54,14,16,2018-12-05,21
18,6:00 PM,1hr,,19,27,22,15,14,8,16,5,15,35,4,38,2018-12-05,21
19,7:00 PM,1hr,,9,24,19,15,21,7,21,5,11,19,3,43,2018-12-05,23
20,8:00 PM,1hr,,10,14,11,8,17,6,19,9,6,8,2,20,2018-12-05,14
21,9:00 PM,1hr,,10,11,4,7,19,5,19,5,5,6,2,18,2018-12-05,10
22,10:00 PM,1hr,,5,9,6,8,13,5,16,3,5,8,2,16,2018-12-05,14
23,11:00 PM,1hr,,6,8,5,7,12,3,22,4,5,6,2,-,2018-12-05,11
24,12:00 AM,1hr,,6,7,5,8,14,2,15,4,3,5,2,5,2018-12-05,9
1,1:00 AM,1hr,,5,5,5,9,14,3,15,5,7,4,2,6,2018-12-06,9
2,2:00 AM,1hr,,7,6,5,14,10,3,12,4,4,4,2,12,2018-12-06,9
3,3:00 AM,1hr,,8,5,5,9,8,4,14,4,4,5,2,13,2018-12-06,8
4,4:00 AM,1hr,,8,6,6,9,8,4,12,4,5,8,3,8,2018-12-06,9
5,5:00 AM,1hr,,7,7,7,11,9,5,12,3,6,9,4,10,2018-12-06,11
6,6:00 AM,1hr,,7,9,9,13,8,4,15,4,7,11,4,7,2018-12-06,10
7,7:00 AM,1hr,,7,9,8,11,12,5,15,5,7,12,4,10,2018-12-06,11
8,8:00 AM,1hr,,7,15,10,8,14,7,26,6,8,17,5,8,2018-12-06,12
9,9:00 AM,1hr,,9,19,15,8,27,8,26,8,10,21,17,9,2018-12-06,13
10,10:00 AM,1hr,,8,18,14,6,24,12,23,7,14,20,18,13,2018-12-06,15
11,11:00 AM,1hr,,10,20,15,7,20,13,21,7,19,42,23,10,2018-12-06,15
12,12:00 PM,1hr,,3,22,22,13,18,14,17,9,21,81,16,13,2018-12-06,20
13,1:00 PM,1hr,,4,32,32,10,19,11,18,15,26,83,13,18,2018-12-06,24
14,2:00 PM,1hr,,6,40,31,10,20,12,17,15,42,74,19,18,2018-12-06,34
15,3:00 PM,1hr,,5,34,25,12,21,14,12,17,26,73,14,20,2018-12-06,35
16,4:00 PM,1hr,,7,30,22,13,22,15,12,29,24,68,18,28,2018-12-06,35
17,5:00 PM,1hr,,6,34,25,13,24,16,12,29,24,58,13,38,2018-12-06,32
18,6:00 PM,1hr,,6,31,23,11,31,17,16,40,21,37,7,26,2018-12-06,29
19,7:00 PM,1hr,,4,30,27,11,68,20,14,28,20,48,8,26,2018-12-06,30
20,8:00 PM,1hr,,4,31,24,13,38,19,15,21,21,38,9,20,2018-12-06,31
21,9:00 PM,1hr,,3,32,25,15,32,20,14,21,23,33,9,22,2018-12-06,32
22,10:00 PM,1hr,,2,29,25,14,32,22,14,21,24,35,10,23,2018-12-06,32
23,11:00 PM,1hr,,4,28,27,14,27,27,14,28,27,36,10,21,2018-12-06,33
24,12:00 AM,1hr,,5,32,27,15,30,30,16,26,26,32,11,22,2018-12-06,29
1,1:00 AM,1hr,,3,34,33,19,28,27,16,23,27,39,10,17,2018-12-07,26
2,2:00 AM,1hr,,4,30,29,19,29,24,16,22,26,52,10,28,2018-12-07,29
3,3:00 AM,1hr,,5,29,30,19,29,23,17,21,21,34,10,34,2018-12-07,25
4,4:00 AM,1hr,,4,26,24,17,29,24,16,21,22,32,10,20,2018-12-07,27
5,5:00 AM,1hr,,2,24,24,18,27,22,16,21,23,35,10,22,2018-12-07,27
6,6:00 AM,1hr,,1,38,25,14,20,22,17,23,25,43,11,38,2018-12-07,29
7,7:00 AM,1hr,,1,44,30,11,20,26,21,26,28,46,11,46,2018-12-07,30
8,8:00 AM,1hr,,2,51,32,14,53,25,24,34,31,84,12,45,2018-12-07,30
9,9:00 AM,1hr,,2,58,34,15,64,23,26,33,40,169,12,60,2018-12-07,35
10,10:00 AM,1hr,,2,78,37,22,36,25,33,38,45,147,22,61,2018-12-07,45
11,11:00 AM,1hr,,2,76,51,15,26,22,36,43,26,102,16,80,2018-12-07,30
12,12:00 PM,1hr,,2,56,70,18,16,20,38,32,46,163,39,64,2018-12-07,35
13,1:00 PM,1hr,,2,71,59,15,24,19,31,27,45,101,17,23,2018-12-07,59
14,2:00 PM,1hr,,2,43,35,9,25,23,20,24,31,84,8,30,2018-12-07,32
15,3:00 PM,1hr,,2,27,26,19,30,24,20,26,26,55,4,19,2018-12-07,16
16,4:00 PM,1hr,,3,22,17,14,30,24,19,37,21,21,4,16,2018-12-07,18
17,5:00 PM,1hr,,7,29,27,22,32,28,21,48,14,36,6,23,2018-12-07,20
18,6:00 PM,1hr,,8,37,47,22,32,42,29,55,27,45,8,14,2018-12-07,23
19,7:00 PM,1hr,,11,31,47,26,35,42,26,55,34,34,8,6,2018-12-07,31
20,8:00 PM,1hr,,8,48,40,33,33,47,18,56,31,78,11,21,2018-12-07,29
21,9:00 PM,1hr,,7,45,39,37,35,35,27,63,33,62,15,31,2018-12-07,29
22,10:00 PM,1hr,,9,42,41,29,33,30,30,65,34,57,16,35,2018-12-07,44
23,11:00 PM,1hr,,8,39,40,22,29,29,16,52,30,57,18,40,2018-12-07,49
24,12:00 AM,1hr,,19,36,42,19,23,28,23,42,26,53,16,41,2018-12-07,42
1,1:00 AM,1hr,,6,35,37,16,23,28,26,35,27,56,15,30,2018-12-08,39
2,2:00 AM,1hr,,2,42,33,12,24,23,27,32,27,75,15,32,2018-12-08,32
3,3:00 AM,1hr,,1,51,33,9,20,25,21,33,29,66,18,29,2018-12-08,32
4,4:00 AM,1hr,,1,46,30,7,17,25,17,31,26,46,19,31,2018-12-08,30
5,5:00 AM,1hr,,1,37,28,7,16,27,19,33,25,38,16,24,2018-12-08,27
